case_id,prefix,expected_label,compare_func,artifact_dir,prog_a_ir_path,prog_b_ir_path,successful,correct,predicted_label,raw_output,status,exit_code,timed_out,correct_count,incorrect_count,failed_to_prove_count,error_count,headline,error,raw_output_path,result_path
goeq-oja-0281,goeq-oja-,inequivalent,main,dataset/cases/goeq-oja-0281/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0281/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0281/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,False,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct!,,dataset/cases/goeq-oja-0281/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0281/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0288,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0288/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0288/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0288/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,failed_to_prove,0,False,0,0,1,0,ERROR: Unsupported interprocedural transformation: global variable @.str.105 has different size in source and target (4 vs 3 bytes),"alive2 unresolved: 0 incorrect, 1 failed-to-prove, 0 errors",dataset/cases/goeq-oja-0288/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0288/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0292,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0292/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0292/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0292/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,True,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct!,,dataset/cases/goeq-oja-0292/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0292/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0300,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0300/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0300/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0300/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,True,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-oja-0300/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0300/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0301,goeq-oja-,inequivalent,main,dataset/cases/goeq-oja-0301/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0301/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0301/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,False,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct!,,dataset/cases/goeq-oja-0301/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0301/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0302,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0302/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0302/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0302/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,failed_to_prove,0,False,0,0,1,0,ERROR: Unsupported interprocedural transformation: global variable @.str.102 has different size in source and target (1 vs 4 bytes),"alive2 unresolved: 0 incorrect, 1 failed-to-prove, 0 errors",dataset/cases/goeq-oja-0302/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0302/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0303,goeq-oja-,inequivalent,main,dataset/cases/goeq-oja-0303/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0303/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0303/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,failed_to_prove,0,False,0,0,1,0,ERROR: Unsupported interprocedural transformation: global variable @.str.104 has different size in source and target (4 vs 3 bytes),"alive2 unresolved: 0 incorrect, 1 failed-to-prove, 0 errors",dataset/cases/goeq-oja-0303/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0303/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0306,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0306/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0306/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0306/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported type: metadata,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0306/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0306/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0312,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0312/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0312/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0312/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 7,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0312/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0312/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0322,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0322/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0322/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0322/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 8,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0322/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0322/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0330,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0330/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0330/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0330/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,failed_to_prove,0,False,0,0,1,0,ERROR: The source program doesn't reach a return instruction.,"alive2 unresolved: 0 incorrect, 1 failed-to-prove, 0 errors",dataset/cases/goeq-oja-0330/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0330/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0332,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0332/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0332/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0332/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,failed_to_prove,0,False,0,0,1,0,ERROR: Unsupported interprocedural transformation: global variable @.str.98 has different size in source and target (4 vs 1 bytes),"alive2 unresolved: 0 incorrect, 1 failed-to-prove, 0 errors",dataset/cases/goeq-oja-0332/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0332/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0340,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0340/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0340/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0340/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported type: metadata,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0340/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0340/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0346,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0346/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0346/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0346/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported type: metadata,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0346/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0346/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0350,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0350/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0350/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0350/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,failed_to_prove,0,False,0,0,1,0,ERROR: Timeout,"alive2 unresolved: 0 incorrect, 1 failed-to-prove, 0 errors",dataset/cases/goeq-oja-0350/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0350/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0356,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0356/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0356/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0356/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,failed_to_prove,0,False,0,0,1,0,ERROR: Timeout,"alive2 unresolved: 0 incorrect, 1 failed-to-prove, 0 errors",dataset/cases/goeq-oja-0356/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0356/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0357,goeq-oja-,inequivalent,main,dataset/cases/goeq-oja-0357/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0357/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0357/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,failed_to_prove,0,False,0,0,1,0,ERROR: Timeout,"alive2 unresolved: 0 incorrect, 1 failed-to-prove, 0 errors",dataset/cases/goeq-oja-0357/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0357/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0362,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0362/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0362/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0362/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported type: metadata,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0362/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0362/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0370,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0370/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0370/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0370/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 8,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0370/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0370/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0374,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0374/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0374/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0374/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 8,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0374/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0374/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0375,goeq-oja-,inequivalent,main,dataset/cases/goeq-oja-0375/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0375/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0375/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 8,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0375/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0375/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0380,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0380/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0380/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0380/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,True,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct!,,dataset/cases/goeq-oja-0380/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0380/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0382,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0382/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0382/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0382/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,True,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-oja-0382/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0382/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0383,goeq-oja-,inequivalent,main,dataset/cases/goeq-oja-0383/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0383/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0383/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,False,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct!,,dataset/cases/goeq-oja-0383/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0383/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0392,goeq-oja-,equivalent,main,dataset/cases/goeq-oja-0392/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0392/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0392/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 7,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0392/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0392/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0393,goeq-oja-,inequivalent,main,dataset/cases/goeq-oja-0393/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0393/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0393/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 7,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0393/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0393/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-oja-0397,goeq-oja-,inequivalent,main,dataset/cases/goeq-oja-0397/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-oja-0397/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-oja-0397/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported type: metadata,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-oja-0397/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-oja-0397/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0000,goeq-ojv-,equivalent,main,dataset/cases/goeq-ojv-0000/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0000/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0000/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 8,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-ojv-0000/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0000/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0001,goeq-ojv-,inequivalent,main,dataset/cases/goeq-ojv-0001/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0001/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0001/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 8,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-ojv-0001/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0001/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0002,goeq-ojv-,equivalent,main,dataset/cases/goeq-ojv-0002/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0002/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0002/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 7,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-ojv-0002/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0002/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0003,goeq-ojv-,inequivalent,main,dataset/cases/goeq-ojv-0003/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0003/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0003/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 7,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-ojv-0003/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0003/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0004,goeq-ojv-,equivalent,main,dataset/cases/goeq-ojv-0004/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0004/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0004/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,True,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-ojv-0004/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0004/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0005,goeq-ojv-,inequivalent,main,dataset/cases/goeq-ojv-0005/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0005/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0005/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,False,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct!,,dataset/cases/goeq-ojv-0005/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0005/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0008,goeq-ojv-,equivalent,main,dataset/cases/goeq-ojv-0008/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0008/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0008/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,True,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-ojv-0008/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0008/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0009,goeq-ojv-,inequivalent,main,dataset/cases/goeq-ojv-0009/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0009/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0009/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,False,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct!,,dataset/cases/goeq-ojv-0009/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0009/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0018,goeq-ojv-,equivalent,main,dataset/cases/goeq-ojv-0018/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0018/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0018/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,True,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-ojv-0018/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0018/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0020,goeq-ojv-,equivalent,main,dataset/cases/goeq-ojv-0020/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0020/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0020/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,True,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-ojv-0020/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0020/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0026,goeq-ojv-,equivalent,main,dataset/cases/goeq-ojv-0026/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0026/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0026/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,True,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-ojv-0026/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0026/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0027,goeq-ojv-,inequivalent,main,dataset/cases/goeq-ojv-0027/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0027/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0027/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,failed_to_prove,0,False,0,0,1,0,ERROR: Unsupported interprocedural transformation: global variable @.str.101 has different size in source and target (12 vs 2 bytes),"alive2 unresolved: 0 incorrect, 1 failed-to-prove, 0 errors",dataset/cases/goeq-ojv-0027/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0027/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0030,goeq-ojv-,equivalent,main,dataset/cases/goeq-ojv-0030/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0030/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0030/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,False,False,,failed-to-prove,alive2_error,1,False,0,0,0,1,ERROR: Unsupported metadata: 7,"alive2 unresolved: 0 incorrect, 0 failed-to-prove, 1 errors",dataset/cases/goeq-ojv-0030/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0030/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
goeq-ojv-0034,goeq-ojv-,equivalent,main,dataset/cases/goeq-ojv-0034/artifacts/codon-llvm-release-noexc-v1,dataset/cases/goeq-ojv-0034/artifacts/codon-llvm-release-noexc-v1/prog_a/module.ll,dataset/cases/goeq-ojv-0034/artifacts/codon-llvm-release-noexc-v1/prog_b/module.ll,True,True,equivalent,equivalent,equivalent,0,False,1,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-ojv-0034/artifacts/codon-llvm-release-noexc-v1/alive2-main-output.txt,dataset/cases/goeq-ojv-0034/artifacts/codon-llvm-release-noexc-v1/alive2-main-report.json
